"id","pubyear","title"
"WOS:000391776100013","2011","The role of geometric models' conversion as the base of digital tools of BIM for sustainable architectural design"
"WOS:000421393100031","2011","Integrated Design Templates: structure and flow of project information through BIM models"
"WOS:000337074100006","2011","Outfitting BIM with site safety planning dimensions"
"WOS:000297605100041","2011","Teaching Reform for Civil Engineering Specialty Based on BIM Technology"
"WOS:000304317400003","2011","Supplementary Comparison EURAMET.EM-S19 EURAMET Project No. 688 Bilateral Comparison of Measurements of Current Transformers (CTs) Between BIM and UME Final Report"
"WOS:000392351000055","2011","INTEROPERABILITY BETWEEN GIS AND BIM A Semantic-based Multi-representation Approach"
"WOS:000392455900033","2011","Development and Application of Active Allocation Model for Construction Workspaces in BIM Environment"
"WOS:000288294100004","2011","Teaching construction project management with BIM support: Experience and lessons learned"
"WOS:000209701400469","2011","PTEN loss confers BRAF inhibitor resistance to melanoma cells through the suppression of BIM expression"
"WOS:000291763400250","2011","Truncation of a 20-mer Wild Type BIM BH3 Domain Peptide: Identification of The Minimum Sequence Necessary For Promoting Cell Death of Prostate Cancer (PC3) Cells"
"WOS:000290976300013","2011","Integrating BIM and gaming for real-time interactive architectural visualization"
"WOS:000420486500039","2011","A PRELIMINARY REVIEW ON THE LEGAL IMPLICATIONS OF BIM AND MODEL OWNERSHIP"
"WOS:000288718900003","2011","Integration of Java-based BIM with spatial database"
"WOS:000287282301450","2011","Stapled BIM BH3 Helix Restores Apoptosis in BIM-Null Mantle Cell Lymphoma"
"WOS:000289282200038","2011","TDP-43-induced Death Is Associated with Altered Regulation of BIM and Bcl-xL and Attenuated by Caspase-mediated TDP-43 Cleavage"
"WOS:000322846900050","2011","Application Research of BIM in HVAC"
"WOS:000298352900035","2011","ERK5 KNOCK DOWN AGGRAVATES DETRIMENTAL EFFECTS OF HYPOTHERMAL STIMULATION ON CARDIOMYOCYTES VIA BIM UPREGULATION"
"WOS:000298352900137","2011","BH3-ONLY PROTEIN BIM IS INVOLVED IN MYOCARDIAL INJURY INDUCED BY CO-STRESS OF ISCHEMIA AND COLD IN RATS"
"WOS:000295578002303","2011","REQUIREMENT OF BH3-ONLY ACTIVATOR PROTEINS BID AND BIM FOR APOPTOSIS BY GENETIC ABLATION OF BCL-XL IS COMPLETELY DIFFERENT BETWEEN HEPATOCYTES AND PLATELETS"
"WOS:000392455900031","2011","Utilization of Visual Object Information for Civil Engineering BIM Implementation in Construction Lifecycle Stages"
"WOS:000335665500049","2011","A Study on BIM based Energy Efficient Design Improvement for Rural Standard Drawing and Specification in South Korea Focusing on Using Buffer-Zonen y"
"WOS:000335665500093","2011","Development of optimized geometry for low energy super tall office with BIM Decision on ratio of lateral to longitudinal length and orientation in early design stage"
"WOS:000299597105215","2011","C-Jun Regulates Glucocorticoid-Mediated BIM Induction and Apoptosis in Leukemia Cells: An Alternative Target to Overcome Glucocorticoid-Resistance"
"WOS:000378523002040","2011","AC 2011-1346: THE POTENTIAL OF BIM TO FACILITATE COLLABORATIVE AEC EDUCATION"
"WOS:000209701300180","2011","Therapeutic reactivation of cell death in refractory hematologic cancers using a broad spectrum BIM BH3 death helix"
"WOS:000291285000735","2011","Stapled BIM BH3 Helix Restores Apoptosis in BIM-Null Mantle Cell Lymphoma"
"WOS:000314049600356","2012","A Single Nucleotide Polymorphism in the Coding Sequence of BIM Is Associated with Poor Prognostic in Chronic Myeloid Leukaemia Treated by Imatinib"
"WOS:000337164500071","2012","A utilization approach of BIM for integrated design process"
"WOS:000306786400012","2012","Glucocorticoid-mediated BIM induction and apoptosis are regulated by Runx2 and c-Jun in leukemia cells"
"WOS:000337164500068","2012","Towards coordinated BIM based design and construction process"
"WOS:000325109600024","2012","Energy consumption management using CAFM and BIM applications"
"WOS:000310280300043","2012","MiR-494 is regulated by ERK1/2 and modulates TRAIL-induced apoptosis in non-small-cell lung cancer through BIM down-regulation"
"WOS:000337164500108","2012","The BIM collaboration hub supporting IDDS: Research issues and their current status"
"WOS:000303257000017","2012","Evaluating Award-Winning BIM Projects Using the National Building Information Model Standard Capability Maturity Model"
"WOS:000309192500510","2012","Future of Green BIM designing and tools"
"WOS:000310711307149","2012","The Apoptosis Related BIM Is An HSP70-Specific Client Protein"
"WOS:000380253704055","2012","AC 2012-3908: THE ROAD TO CREATING, EVALUATING AND CHANGING A BIM LEARNING ENVIRONMENT"
"WOS:000310713200005","2012","The BIM Team"
"WOS:000212805000005","2012","Agent Provocateur - BIM In The Academic Design Studio"
"WOS:000313036500120","2012","MYC Controls Transcription of NOXa and BIM to Trigger Apoptosis"
"WOS:000415398900002","2012","Teaching Sustainable Design Using BIM and Project-Based Energy Simulations"
"WOS:000304736300012","2012","A stapled BIM peptide overcomes apoptotic resistance in hematologic cancers"
"WOS:000380252703022","2012","AC 2012-5301: EXPERIMENTAL APPLICATION OF THE PERSONALIZED LEARNING METHOD TO A BIM CLASS"
"WOS:000337164500060","2012","Converting performance based regulations into computable rules in BIM based model checking software"
"WOS:000304494800016","2012","How to measure the benefits of BIM - A case study approach"
"WOS:000312234601215","2012","Application and Popularization of BIM Technology in Project Management"
"WOS:000314288900070","2012","The Liver-Specific Tumor Suppressor STAT5 Controls Expression of the Reactive Oxygen Species-Generating Enzyme NOX4 and the Proapoptotic Proteins PUMA and BIM in Mice"
"WOS:000218172500007","2012","Study on evaluation of building energy efficiency rate using BIM based simulation tool"
"WOS:000302617800028","2012","A common BIM deletion polymorphism mediates intrinsic resistance and inferior responses to tyrosine kinase inhibitors in cancer"
"WOS:000337164500105","2012","Collaboration in multi-actor BIM design: A configuration analysis view"
"WOS:000330322400003","2012","Two Approaches to Implementing BIM in Architectural Curricula"
"WOS:000324566700086","2012","An Overview of BIM Application in the United States and China"
"WOS:000307544400062","2012","EXACERBATION OF SPONTANEOUS AUTOIMMUNE NEPHRITIS FOLLOWING REGULATORY T CELL DEPLETION IN BIM KNOCKOUT MICE"
"WOS:000310935900040","2012","The Application Of BIM In Intelligent Construction"
"WOS:000305826400021","2012","CHOP Potentially Co-Operates with FOXO3a in Neuronal Cells to Regulate PUMA and BIM Expression in Response to ER Stress"
"WOS:000300672000018","2012","Mechanisms and clinical significance of BIM phosphorylation in chronic lymphocytic leukemia"
"WOS:000324566700088","2012","Study on Contract Domain Ontology Supporting BIM Interactivity"
"WOS:000337164500040","2012","Rule driven enhancement of BIM models"
"WOS:000208826501269","2012","MST1 mediates beta cell failure by targeting BIM and destabilising PDX1"
"WOS:000310634300100","2012","ROLES OF BIM INDUCTION AND SURVIVIN DOWN-REGULATION IN LAPATINIB-INDUCED APOPTOSIS IN BREAST CANCER CELLS WITH HER2 AMPLIFICATION"
"WOS:000307140600008","2012","Early stage multi-level cost estimation for schematic BIM models"
"WOS:000337164500056","2012","Embedding BIM into interaction frameworks and object libraries"
"WOS:000309189106005","2012","Gene polymorphisms of leptin and leptin receptor are associated with BIM and WHR in obese Mexican woman"
"WOS:000313411400008","2012","Use of BIM for Effective Visualization Teaching Approach in Construction Education"
"WOS:000337114600026","2012","ANALYSING PROCESS-ORIENTED BIM EXECUTION PLAN USING MDM"
"WOS:000306328600027","2012","INTRINSIC TKI RESISTANCE IS ASSOCIATED WITH A BIM POLYMORPHISM"
"WOS:000380253706051","2012","VIRTUAL CONSTRUCTION plus COLLABORATION LAB: SETTING A NEW PARADIGM FOR BIM EDUCATION"
"WOS:000211652500003","2012","Roadmap for implementation of BIM in the UK construction industry"
"WOS:000306710900001","2012","The Bcl-2 family member BIM has multiple glaucoma-relevant functions in DBA/2J mice"
"WOS:000310913000006","2012","ACHIEVING THE NET-ZERO-ENERGY-BUILDINGS ""2020 AND 2030 TARGETS"" WITH THE SUPPORT OF PARAMETRIC 3-D/4-D BIM DESIGN TOOLS"
"WOS:000330322400077","2012","A Case Study of Using BIM in Historical Reconstruction The Vinohrady synagogue in Prague"
"WOS:000337164500093","2012","The development of constructability using BIM as an intensifying technology"
"WOS:000337164500094","2012","BIM to field: Robotic total station and BIM for quality control"
"WOS:000309639100004","2012","Targeting the Regulatory Machinery of BIM for Cancer Therapy"
"WOS:000314458700006","2012","Finfrock is not the only company to use 3-D modeling and laser technology in the manufacture of precast/prestressed concrete structural members. Fabcon has used 3-D modeling and BIM software in the manufacture of precast/prestressed concrete structural members for more than 10 years."
"WOS:000337164500061","2012","The Finnish COBIM project - common national BIM requirements"
"WOS:000312673100025","2012","Use of Flexible Research Platforms (FRP) for BIM and Energy Modeling Research"
"WOS:000210029500023","2012","OPTIMIZING LOCATION OF TOWER CRANES ON CONSTRUCTION SITES THROUGH GIS AND BIM INTEGRATION"
"WOS:000380253706018","2012","USING BIM TO TEACH DESIGN AND CONSTRUCTION OF SUSTAINABLE BUILDINGS"
"WOS:000307087700019","2012","The inhibitory effect of BIM (I) on L-type Ca2+ channels in rat ventricular cells"
"WOS:000337164500077","2012","Infrastructural BIM standards - Development of an Information Delivery Manual for the geotechnical infrastructural design and analysis process"
"WOS:000312234601058","2012","Research on the Application of BIM in the Operation Stage of Green Building"
"WOS:000209701604360","2012","Identification of cis-regulatory elements in a BIM deletion polymorphism that regulate splicing and generation of non-apoptotic BIM isoforms"
"WOS:000314049601321","2012","Fingolimod (FTY720) Overcomes the Resistance to Tyrosine Kinase Inhibitors Via Dual Activation of BIM and BID in Chronic Myelogenous Leukemia"
"WOS:000309496200050","2012","Collision Detection of Building Facility Pipes and Ducts Based on BIM Technology"
"WOS:000310713200006","2012","The BIM Process"
"WOS:000213072200004","2012","Measuring BIM performance: Five metrics"
"WOS:000351498300054","2012","PARAMETRIC AND GENERATIVE METHODS WITH BUILDING INFORMATION MODELLING Connecting BIM with explorative design modelling"
"WOS:000209701500065","2012","A common BIM polymorphism mediates intrinsic resistance and inferior responses to tyrosine kinase inhibitors in cancer"
"WOS:000214202800007","2012","Aligning BIM with FM: streamlining the process for future projects"
"WOS:000336106300255","2013","The Application of BIM in Updating the Thermal Environment Design of Traditional Residences in Mountain Region- A Case of Chongqing"
"WOS:000339624902159","2013","THE BIM DELETION POLYMORPHISM PROFILE AND ITS RELATIONSHIP WITH TKIS RESISTANCE IN CHINESE NSCLC POPULATION"
"WOS:000316515500003","2013","Development of Building Fire Control and Management System in BIM Environment"
"WOS:000210030700008","2013","A STUDY OF BIM COLLABORATION REQUIREMENTS AND AVAILABLE FEATURES IN EXISTING MODEL COLLABORATION SYSTEMS"
"WOS:000315933100023","2013","Integrating BIM and GIS to improve the visual monitoring of construction supply chain management"
"WOS:000335419600466","2013","Clinical significance of BIM deletion polymorphism in non-small cell lung cancer with epidermal growth factor receptor mutation."
"WOS:000352079100035","2013","Construction health and safety, BIM and cloud technology"
"WOS:000351496100075","2013","INDUSTRY-WIDE ADOPTION THROUGH A COMPREHENSIVE BUILDING INFORMATION MODELLING (BIM) ROADMAP AND BIM ELECTRONIC REGULATORY SUBMISSION Leadership of Singapore Government"
"WOS:000331272900162","2013","THE EFFECT OF BIM SILENCING BY SIRNA ON APOPTOSIS INDUCED BY HYPOXIA IN RAT CARDIOMYOCYTE"
"WOS:000331220604066","2013","Poor predictive power of BIM deletion polymorphism for EGFR tyrosine kinase inhibitor outcome in non-small cell lung cancer patients harboring EGFR mutation."
"WOS:000349674600127","2013","INTEGRATED BIM MANAGEMENT SYSTEM AND ITS APPLICATION ON CIVIL ENGINEERING SITES"
"WOS:000339624901194","2013","ANALYSIS OF BIM DELETION POLYMORPHISM IN CHINESE PATIENTS WITH NSCLC"
"WOS:000340643600054","2013","Daylight Performance Simulations and 3D Modeling in BIM and non-BIM Tools Interoperability and accuracy - an experience aiming to a more integrated and interdisciplinary approach"
"WOS:000219891000017","2013","Information Modeling in Creative Process. Innovative possibility of BIM in architectural and urban processes"
"WOS:000363258100062","2013","Incomplete BIM Implementation: Exploring Challenges and the Role of Product Lifecycle Management Functions"
"WOS:000346374300106","2013","Standardisation of the design process using BIM software"
"WOS:000333803900335","2013","The Application of BIM in the Completion Phase"
"WOS:000323185101266","2013","Analysis and Application of BIM Technology in the Project Goal Control"
"WOS:000336106800343","2013","Bibliometric Analysis on BIM Research in China"
"WOS:000325742500001","2013","Requirements for BIM platforms in the concrete reinforcement supply chain"
"WOS:000339463301318","2013","Research on BIM technology application in the construction of a subway station"
"WOS:000324486500006","2013","Epigenetic Silencing of the Proapoptotic Gene BIM in Anaplastic Large Cell Lymphoma through an MeCP2/SIN3a Deacetylating Complex"
"WOS:000329679801186","2013","Application of BIM on Quantity Estimate for Reinforced Concrete"
"WOS:000317630700292","2013","Explore On Digital Restoration Of Historic Buildings In Colleges Based On The BIM Concept-As The Example Of Jilin Architecture And Civil Engineering Institute Hong Qi Campus"
"WOS:000312233700015","2013","A knowledge-based BIM system for building maintenance"
"WOS:000359802100164","2013","The BIM in Green Architectural Design Software Investigation"
"WOS:000337970800123","2013","Study on Collaborative Design of Green Building Based on BIM Technology"
"WOS:000209487800038","2013","Sensitizing low BIM expressing breast cancers to targeted therapies"
